"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.49417333544177e-47,0.701877440964714,0.662,0.45,3.70554987189558e-45,"13","Cntn6"
1.67378146218962e-46,1.08125061163852,0.332,0.167,4.15097802623025e-44,"13","Cdh4"
4.19130956627473e-45,1.14829144497544,0.548,0.384,1.03944477243613e-42,"13","Parm1"
1.35564558799088e-39,0.835838565527209,0.448,0.266,3.36200105821739e-37,"13","Sema3e"
5.53660262946229e-38,1.22183361442439,0.24,0.113,1.37307745210665e-35,"13","Eya4"
1.92053911604968e-23,0.301154421126079,0.553,0.387,4.76293700780321e-21,"13","Lamp5"
9.48383326437631e-22,0.841451957606949,0.633,0.522,2.35199064956533e-19,"13","Kctd12"
1.2076642234108e-21,0.64108990910042,0.273,0.162,2.99500727405877e-19,"13","Tmem255a"
5.34975860818034e-17,0.626154086945828,0.153,0.081,1.32674013482872e-14,"13","Rxfp1"
3.15871777240187e-16,0.406803121744608,0.197,0.112,7.83362007555664e-14,"13","Kctd8"
1.41743986188011e-15,0.635516916961943,0.485,0.374,3.51525085746267e-13,"13","Thsd7a"
6.08725345393837e-15,0.478217232689671,0.361,0.256,1.50963885657672e-12,"13","Unc13c"
3.35156046607507e-11,0.314195837484782,0.404,0.304,8.31186995586618e-09,"13","Trpc4"
5.46569914860569e-10,0.394252932200888,0.368,0.281,1.35549338885421e-07,"13","Tox"
7.44195228661758e-10,0.326248162078143,0.4,0.304,1.84560416708116e-07,"13","Plcxd3"
2.68205520701078e-09,0.388959989197093,0.86,0.817,6.65149691338674e-07,"13","Id2"
2.61778039423794e-08,0.292746920415008,0.273,0.198,6.4920953777101e-06,"13","Htr1f"
4.51961883896258e-08,0.652198695230215,0.324,0.259,1.12086547206272e-05,"13","Sema3a"
8.20144776270472e-08,0.517821272467,0.411,0.335,2.03395904515077e-05,"13","Calb1"
0.000185911888179153,0.747936589278733,0.201,0.164,0.04610614826843,"13","Cbln4"
0,5.61581450207303,0.977,0.097,0,"14","Gpr17"
0,4.8910585310612,0.838,0.069,0,"14","Cspg4"
0,4.19195072941305,0.76,0.073,0,"14","Sema3d"
0,2.15112485754724,0.854,0.179,0,"14","Sox10"
0,4.49912559650302,0.858,0.192,0,"14","Pdgfra"
0,1.87350528717743,0.942,0.342,0,"14","Gjc3"
0,2.67372669009209,0.611,0.122,0,"14","Sema5b"
1.32289599752236e-250,1.8811917029616,0.55,0.16,3.28078207385545e-248,"14","Dpyd"
2.19363222519031e-248,1.79970821696809,0.722,0.255,5.44020791847197e-246,"14","Tmem163"
8.29416831061866e-222,1.79899601246492,0.509,0.155,2.05695374103343e-219,"14","Tmem255a"
4.03268678207191e-219,1.31383495441198,0.775,0.343,1.00010632195383e-216,"14","Cdh13"
3.01101656794729e-127,1.3276833376552,0.704,0.39,7.46732108850929e-125,"14","Cdh20"
2.94872760389691e-124,1.00055619084617,0.909,0.676,7.31284445766433e-122,"14","Gng12"
2.07838802647907e-112,0.898673067177802,0.637,0.293,5.1544023056681e-110,"14","Cobll1"
5.65144766371429e-88,0.943989240661441,0.718,0.424,1.40155902060114e-85,"14","Sema6a"
2.07508026525986e-65,0.812122161838831,0.678,0.449,5.14619905784444e-63,"14","Cntn6"
3.77231009700978e-63,0.892913656483829,0.562,0.327,9.35532904058426e-61,"14","Igsf21"
4.96986313241041e-59,0.424344684527234,0.93,0.808,1.23252605683778e-56,"14","Dner"
4.74881666397021e-52,0.766789774979669,0.342,0.161,1.17770653266461e-49,"14","Slc44a5"
2.63991928616837e-51,0.634869330383383,0.626,0.411,6.54699982969756e-49,"14","Sox11"
8.26423892560351e-41,0.546479398095787,0.523,0.314,2.04953125354967e-38,"14","Sorcs3"
7.65407606797173e-39,1.13370653769614,0.195,0.081,1.89821086485699e-36,"14","Fign"
1.04441389940129e-38,0.277026576968898,0.432,0.24,2.59014647051521e-36,"14","Rprm"
3.88006005142726e-38,0.525359328129452,0.54,0.334,9.6225489275396e-36,"14","Grik3"
4.88831885803963e-38,0.845534866959224,0.362,0.201,1.21230307679383e-35,"14","Pou3f1"
1.27337948804848e-36,0.672683916948569,0.458,0.278,3.15798113036024e-34,"14","Tox"
3.0220041267875e-35,0.590370557235392,0.476,0.29,7.49457023443299e-33,"14","Cdh6"
2.74387985064937e-30,0.332459283549346,0.663,0.442,6.80482202961045e-28,"14","Tmem132d"
1.11377146767057e-29,0.593110871896498,0.514,0.345,2.76215323982302e-27,"14","Cpne8"
1.72337148204731e-26,0.395573838372749,0.434,0.271,4.27396127547734e-24,"14","Rfx4"
2.63919189178749e-19,0.43058319184123,0.406,0.274,6.54519589163299e-17,"14","Myo16"
7.63753985983653e-18,0.363097997444309,0.358,0.236,1.89410988523946e-15,"14","Inpp4b"
2.12669469031486e-13,0.46158564652117,0.307,0.209,5.27420283198086e-11,"14","Zfpm2"
3.16822715165688e-11,0.528148565234168,0.248,0.17,7.85720333610907e-09,"14","Cdh4"
3.69447275741255e-11,0.270633969575778,0.519,0.4,9.16229243838313e-09,"14","Arhgef28"
3.6970163044124e-11,0.526822976397047,0.297,0.216,9.16860043494275e-09,"14","Vwc2l"
2.07264698775794e-10,0.277016980381024,0.428,0.329,5.14016452963968e-08,"14","Lypd6"
0,3.04429626557868,0.99,0.243,0,"15","Gad2"
0,3.83010156229471,0.917,0.176,0,"15","Btbd11"
0,3.21271553383134,0.95,0.256,0,"15","Cntnap4"
0,4.61933286054343,1,0.318,0,"15","Pvalb"
0,2.91885861689016,0.848,0.183,0,"15","Kcnmb2"
0,3.07100276706007,0.872,0.241,0,"15","Rab3b"
0,2.52712218021612,0.868,0.246,0,"15","Cacna2d2"
0,2.29236024337034,0.913,0.293,0,"15","Plcxd3"
0,2.96746165119247,0.757,0.188,0,"15","Syt2"
0,3.60885298317742,1,0.439,0,"15","Gad1"
0,2.42307925186678,0.662,0.163,0,"15","Col19a1"
0,3.1833886883928,0.575,0.107,0,"15","Eya4"
0,4.23238078749464,0.407,0.043,0,"15","Cort"
0,3.89351612387332,0.371,0.033,0,"15","Pthlh"
0,1.69842978005784,1,0.807,0,"15","Dner"
6.87079637331486e-296,2.14621797409432,0.867,0.378,1.70395750058209e-293,"15","Parm1"
3.52607684652531e-275,1.82862356382885,0.887,0.414,8.74467057938277e-273,"15","Slit2"
3.81551471016845e-257,2.13453296719645,0.867,0.435,9.46247648121775e-255,"15","Neto2"
3.85447734058384e-217,1.56136190697356,0.789,0.296,9.55910380464793e-215,"15","Trpc4"
2.80717108476187e-167,1.06604419955093,0.877,0.412,6.96178429020944e-165,"15","Zfp536"
3.53374777714488e-163,1.28714137257317,0.654,0.23,8.7636944873193e-161,"15","Hapln1"
1.48379344119736e-143,1.08381549281434,0.878,0.439,3.67980773416946e-141,"15","Tmem132d"
1.50292411307282e-138,1.23733264427901,0.679,0.269,3.72725180042059e-136,"15","Myo16"
2.78295167468883e-115,1.29876883806181,0.703,0.347,6.90172015322829e-113,"15","Cdh13"
8.26239557323308e-112,1.23940170799802,0.774,0.449,2.0490741021618e-109,"15","Cntn6"
1.3848338952608e-103,1.93823584912081,0.363,0.117,3.43438806024679e-101,"15","Rbp4"
9.67820353615353e-75,0.454552815152723,0.84,0.448,2.40019447696608e-72,"15","Rasgrf2"
1.80466534669932e-70,0.625406639037037,0.752,0.435,4.47557005981431e-68,"15","Gucy1a1"
3.3120234129134e-55,1.00615697994016,0.6,0.365,8.21381806402524e-53,"15","Ndst3"
2.2058614730968e-46,0.995274630229008,0.587,0.372,5.47053645328007e-44,"15","Thsd7a"
6.07880521636337e-46,0.797890636320347,0.281,0.111,1.50754369365812e-43,"15","Kctd8"
8.32520549164963e-44,0.958954355008809,0.4,0.196,2.06465096192911e-41,"15","Htr1f"
1.50697269264916e-39,0.941014546569947,0.531,0.327,3.73729227776992e-37,"15","Lypd6"
1.40103303658604e-37,0.471129289678922,0.688,0.426,3.47456193073337e-35,"15","Igfbp4"
2.06543654997183e-32,0.304561656077831,0.862,0.555,5.12228264393015e-30,"15","Fhod3"
2.11979189545665e-32,0.494280225335086,0.616,0.395,5.25708390073248e-30,"15","Cdh20"
1.20706575508416e-31,0.6346232229072,0.384,0.201,2.99352307260872e-29,"15","Cdh9"
6.25576126737206e-31,0.665487401534854,0.345,0.176,1.55142879430827e-28,"15","Npnt"
7.07218426249043e-18,0.696373128082742,0.24,0.132,1.75390169709763e-15,"15","Stard5"
1.95911396677544e-15,0.31115359350266,0.563,0.405,4.85860263760309e-13,"15","Hat1"
1.76640652713986e-13,0.270622631307897,0.27,0.164,4.38068818730684e-11,"15","Slc44a5"
2.70051098565945e-13,0.256562922371801,0.4,0.268,6.69726724443545e-11,"15","Sema3e"
7.51752078915226e-12,0.556566208542116,0.337,0.229,1.86434515570976e-09,"15","Cntnap5b"
2.86785187146086e-08,1.32827109432342,0.109,0.063,7.11227264122293e-06,"15","Pde11a"
6.75493297146939e-07,0.669376772510326,0.328,0.259,0.000167522337692441,"15","Sema3a"
1.63355302368172e-06,0.342688630535542,0.153,0.099,0.000405121149873065,"15","Rspo2"
8.02557053244795e-05,0.25286138293413,0.169,0.12,0.0199034149204709,"15","Opn3"
0,4.58606673649234,0.981,0.183,0,"16","Gm2115"
0,4.27085707416459,0.88,0.085,0,"16","Fibcd1"
0,3.41743438262123,0.912,0.191,0,"16","Pou3f1"
0,2.81163150131361,0.922,0.257,0,"16","Sema3e"
0,3.06233094123841,0.939,0.3,0,"16","Wfs1"
0,2.57428456413484,0.898,0.279,0,"16","Mdga1"
0,2.67558834645701,0.908,0.294,0,"16","Trpc4"
0,2.5914793736566,0.791,0.182,0,"16","Shisa6"
0,2.50676978396899,0.977,0.395,0,"16","Bcl11b"
0,1.70505826426086,0.759,0.182,0,"16","Penk"
0,2.47348952639733,0.967,0.393,0,"16","Cpne6"
0,2.20391885976413,0.88,0.308,0,"16","Sorcs3"
0,2.48900846728534,0.758,0.188,0,"16","Htr1f"
0,1.85608374373741,0.948,0.42,0,"16","Igfbp4"
0,2.83033727196865,0.999,0.481,0,"16","Neurod6"
0,2.0189175217206,0.963,0.45,0,"16","Pip5k1b"
0,4.00837604977446,0.53,0.05,0,"16","Ndst4"
0,2.24506315445749,0.954,0.493,0,"16","Sipa1l3"
0,1.90736348262533,0.996,0.682,0,"16","2010300C02Rik"
0,1.75854968987145,1,0.772,0,"16","Epha4"
4.92420541174769e-302,1.83880914219813,0.921,0.417,1.22120294211343e-299,"16","Tanc1"
9.48359933446562e-302,2.11808877284901,0.846,0.339,2.35193263494747e-299,"16","Cpne8"
1.37521954066266e-282,2.00971377036327,0.842,0.349,3.41054446084341e-280,"16","Arhgap12"
2.86378000604988e-248,1.62746299202905,0.88,0.372,7.1021744150037e-246,"16","Nell1"
9.59710034389895e-245,0.958535781211513,0.934,0.435,2.38008088528694e-242,"16","Cabp7"
2.02684536366375e-218,1.18500728046337,0.997,0.733,5.0265765018861e-216,"16","Dkk3"
3.03551914230371e-191,1.54500399374941,0.601,0.187,7.52808747291319e-189,"16","Strip2"
2.19303510357167e-188,2.36943393762451,0.335,0.064,5.43872705685775e-186,"16","Ror1"
2.05474314078126e-175,0.836632501584479,1,0.878,5.09576298913752e-173,"16","Slc17a7"
3.49562865126537e-174,1.36969232592376,0.729,0.28,8.66915905513812e-172,"16","Rasl10a"
3.02471084908486e-150,1.28877064201257,0.799,0.395,7.50128290573045e-148,"16","Arhgef28"
3.59800266015653e-120,1.16621527211937,0.676,0.296,8.9230465971882e-118,"16","Bdnf"
2.64288554187892e-111,1.21207839775699,0.72,0.363,6.55435614385972e-109,"16","Ndst3"
5.54645897617619e-81,0.653707699755103,0.787,0.43,1.37552182609169e-78,"16","Car4"
2.61485063960977e-80,0.752298336993483,0.721,0.381,6.48482958623222e-78,"16","Parm1"
2.33553165287804e-79,0.457745099054263,0.985,0.807,5.79211849913754e-77,"16","Dner"
1.29047983212515e-76,1.44017642535252,0.225,0.059,3.20038998367037e-74,"16","Npy2r"
8.34856909541837e-73,0.677836176664667,0.806,0.519,2.07044513566376e-70,"16","Kctd12"
6.42726764472631e-60,0.45139646163402,0.436,0.193,1.59396237589213e-57,"16","Cd24a"
2.89105950736876e-50,0.617369461790414,0.378,0.161,7.16982757827452e-48,"16","Slc44a5"
4.37035675650161e-40,0.545929803290133,0.685,0.439,1.0838484756124e-37,"16","Neto2"
9.95552989981211e-27,0.651308398923964,0.45,0.275,2.4689714151534e-24,"16","Orai2"
1.6162052073009e-25,0.28896981033772,0.944,0.824,4.00818891410622e-23,"16","Bhlhe40"
1.00989164532421e-11,0.374752871984865,0.34,0.229,2.50453128040403e-09,"16","Cntnap5b"
6.81607897891719e-10,0.435286033398599,0.138,0.076,1.69038758677146e-07,"16","Sntb1"
0.00498898303601425,0.260333787648133,0.169,0.134,1,"16","Stard5"
0,4.2611530894931,0.878,0.183,0,"17","Penk"
0,2.65857604551284,0.928,0.248,0,"17","Gad2"
0,2.50663361674682,0.828,0.192,0,"17","Syt6"
0,2.93210658559121,0.808,0.185,0,"17","Strip2"
0,4.69309023150577,0.68,0.069,0,"17","Pdyn"
0,4.04915779891088,0.998,0.418,0,"17","Ppp1r1b"
0,2.92417611962276,0.965,0.514,0,"17","Pde7b"
0,2.87475981406298,0.998,0.55,0,"17","Meis2"
0,5.23127909871603,0.461,0.03,0,"17","Nts"
1.99484977762062e-315,2.91118148472553,0.746,0.193,4.94722744849913e-313,"17","Col6a1"
7.90903914873649e-314,2.23805227777833,0.953,0.398,1.96144170888665e-311,"17","Bcl11b"
2.23038934438918e-301,2.72015959135813,0.853,0.305,5.53136557408516e-299,"17","Wfs1"
9.627956691819e-292,2.57309616731097,0.733,0.187,2.38773325957111e-289,"17","Foxp2"
1.09360923866996e-273,1.81922880423413,0.857,0.272,2.7121509119015e-271,"17","Necab2"
2.74711047289794e-243,1.66130323604976,0.945,0.443,6.81283397278689e-241,"17","Gad1"
2.36963604270412e-216,1.9372239276928,0.842,0.347,5.87669738590621e-214,"17","Cdh13"
5.60335662126326e-215,2.15941763940632,0.76,0.262,1.38963244207329e-212,"17","Sema3e"
2.12238858577284e-190,1.77756729184436,0.866,0.435,5.26352369271664e-188,"17","Gucy1a1"
1.9030059571663e-155,1.72672662355361,0.77,0.353,4.71945477377242e-153,"17","Pdzd2"
3.51992196322898e-127,1.51410341440099,0.802,0.438,8.72940646880787e-125,"17","Neto2"
3.87032660590399e-127,1.6722043444514,0.647,0.253,9.5984099826419e-125,"17","Cacna2d2"
5.35011966382613e-125,1.48205162694829,0.641,0.249,1.32682967662888e-122,"17","Rab3b"
3.81570843176847e-119,1.62546601118583,0.628,0.252,9.46295691078581e-117,"17","Unc13c"
3.63753472289027e-108,0.906341007652401,0.952,0.684,9.02108611276788e-106,"17","2010300C02Rik"
8.59835326773539e-106,1.77399796384213,0.604,0.255,2.13239161039838e-103,"17","Sema3a"
4.83259343015907e-98,1.37642906943902,0.733,0.412,1.19848317067945e-95,"17","Sox11"
8.00731614482581e-82,1.35410083902424,0.57,0.245,1.9858144039168e-79,"17","Gsg1l"
6.28751951413519e-73,1.4031876570437,0.348,0.111,1.55930483950553e-70,"17","Kctd8"
4.2282010561238e-59,0.769163583282417,0.858,0.635,1.0485938619187e-56,"17","Mapk4"
1.58981496036242e-57,1.04651758343567,0.675,0.392,3.94274110169879e-55,"17","Syndig1"
4.12791535421245e-57,1.8607497897037,0.254,0.079,1.02372300784469e-54,"17","Gm19410"
8.00911651480998e-54,1.41145457876453,0.39,0.163,1.98626089567287e-51,"17","Arhgap6"
1.24731503927758e-37,1.30367545949066,0.287,0.12,3.0933412974084e-35,"17","Rbp4"
3.55611466405732e-37,0.632702780697106,0.499,0.275,8.81916436686216e-35,"17","Vat1l"
8.89654805621937e-34,0.950433698416635,0.432,0.228,2.2063439179424e-31,"17","Cntnap5b"
4.09605075060488e-33,0.544151121270809,0.622,0.373,1.01582058615001e-30,"17","Thsd7a"
3.54043592930327e-31,0.386735089322758,0.386,0.195,8.78028110467211e-29,"17","Cd24a"
4.27994355471462e-22,0.836551015002646,0.403,0.234,1.06142600156923e-19,"17","Gli3"
1.98423634601039e-19,0.650438216110618,0.357,0.203,4.92090613810576e-17,"17","Cdh9"
6.24085852533545e-19,0.642839249365897,0.591,0.438,1.54773291428319e-16,"17","Necab1"
1.08203896607986e-16,0.671892244112511,0.424,0.275,2.68345663587806e-14,"17","Myo16"
8.41094886900199e-15,0.435474889577688,0.169,0.08,2.08591531951249e-12,"17","Ikzf1"
6.20434012565325e-12,0.399013971689518,0.407,0.273,1.53867635116201e-09,"17","Rfx4"
8.59935367262422e-12,1.05997451271538,0.225,0.135,2.13263971081081e-09,"17","Sema5b"
2.60377619694189e-08,0.420232534503949,0.412,0.305,6.45736496841589e-06,"17","Plcxd3"
2.31312785893149e-06,0.383280488872746,0.425,0.339,0.000573655709015009,"17","Grik3"
0.000144607025139918,0.588162041911819,0.11,0.07,0.0358625422346998,"17","Ror1"
0,3.19299181112432,0.978,0.268,0,"18","Fezf2"
0,2.42161143173731,0.91,0.274,0,"18","Tox"
0,3.60721405743691,0.7,0.073,0,"18","Gm19410"
0,2.60336297402929,0.81,0.191,0,"18","Htr1f"
0,2.6486135074858,0.989,0.379,0,"18","Parm1"
4.04528331476388e-287,2.24682042368917,0.971,0.383,1.00323026206144e-284,"18","Lamp5"
1.90366248911236e-280,1.96343842805997,0.895,0.269,4.72108297299864e-278,"18","Vat1l"
9.62247341440736e-264,2.30800912119227,0.931,0.362,2.38637340677302e-261,"18","Ndst3"
3.59679197710978e-252,2.59052812489105,0.723,0.193,8.92004410323225e-250,"18","Syt2"
1.86758398410189e-244,2.27310077811899,0.615,0.127,4.6316082805727e-242,"18","Pcsk5"
3.56286660425677e-236,1.8116659894377,0.902,0.298,8.83590917855678e-234,"18","Trpc4"
4.11494613933197e-231,1.97838080552366,0.75,0.198,1.02050664255433e-228,"18","Pou3f1"
6.30077665045949e-218,1.64064870057621,0.962,0.399,1.56259260931395e-215,"18","Bcl11b"
5.92380647938744e-206,1.97922115286145,0.919,0.424,1.46910400688809e-203,"18","Igfbp4"
6.38921160485288e-201,1.85193422973034,0.765,0.226,1.58452447800351e-198,"18","Galnt14"
4.26447039734864e-188,1.5042050205705,0.98,0.533,1.05758865854246e-185,"18","Plcxd2"
8.44147990053323e-188,2.00996728268449,0.796,0.288,2.09348701533224e-185,"18","Cdh6"
2.36247756134721e-178,1.30747179845789,0.993,0.794,5.85894435214107e-176,"18","Dpy19l1"
1.26793744745061e-165,1.58452262506819,0.7,0.206,3.14448486967751e-163,"18","Hs3st2"
2.54671935694864e-160,1.25052857081252,0.787,0.261,6.31586400523264e-158,"18","Tmem163"
3.57515248490255e-155,1.13896250156177,0.993,0.824,8.86637816255832e-153,"18","Bhlhe40"
1.96326032138926e-146,1.78941174927662,0.848,0.45,4.86888559704537e-144,"18","Cntn6"
6.0590982993606e-132,1.88857166160848,0.75,0.326,1.50265637824143e-129,"18","Pvalb"
1.92158927794084e-124,1.46133504560886,0.727,0.28,4.76554140929328e-122,"18","Sdk2"
1.46809158598988e-112,1.07341282628503,0.949,0.556,3.64086713325491e-110,"18","Fhod3"
2.37116165303525e-112,1.81650566925383,0.533,0.174,5.88048089952743e-110,"18","Npnt"
5.9854025168698e-99,0.735646213595782,1,0.879,1.48437982418371e-96,"18","Slc17a7"
6.86757081325665e-98,0.749702796615924,0.975,0.679,1.70315756168765e-95,"18","Garnl3"
2.41821187047484e-92,1.10810486102563,0.814,0.419,5.9971654387776e-90,"18","Slit2"
7.67090242551921e-88,1.34508207326038,0.703,0.35,1.90238380152876e-85,"18","Cdh13"
1.18037215681879e-82,1.88673845442274,0.382,0.117,2.92732294891059e-80,"18","Opn3"
2.20857340439941e-79,1.11249004712206,0.687,0.301,5.47726204291053e-77,"18","Plcxd3"
1.06673618139595e-78,0.867601121112893,0.861,0.442,2.64550572986195e-76,"18","Tmem132d"
1.75898527315814e-77,0.999289143938793,0.747,0.355,4.3622834774322e-75,"18","Pdzd2"
1.93714906779189e-75,1.05922683276878,0.707,0.328,4.80412968812388e-73,"18","Igsf21"
2.62662229933364e-73,1.1654844535895,0.615,0.266,6.51402330234744e-71,"18","Sema3e"
3.57791743106215e-73,0.954935673873917,0.51,0.187,8.87323522903414e-71,"18","Myl4"
9.28237068379806e-72,0.905881663077887,0.618,0.254,2.30202792958192e-69,"18","Cacna2d2"
5.48393614864587e-64,1.12636864658979,0.705,0.378,1.36001616486417e-61,"18","Nell1"
1.52762725146449e-63,0.883904668908513,0.922,0.736,3.78851558363192e-61,"18","Dkk3"
2.05229249806011e-62,0.838975972736807,0.761,0.394,5.08968539518908e-60,"18","Cdh20"
5.31564301855417e-59,0.560058300899732,0.982,0.816,1.31827946860143e-56,"18","Id2"
5.98341828168622e-51,0.666684388520503,0.665,0.322,1.48388773385818e-48,"18","Igfbp6"
2.13829023268704e-47,1.0784085782377,0.327,0.119,5.30295977706386e-45,"18","Rbp4"
2.62300513182833e-46,0.362163264325863,0.911,0.552,6.50505272693426e-44,"18","Meis2"
5.68933502014e-44,0.669405515271538,0.788,0.433,1.41095508499472e-41,"18","Satb2"
5.87097237733666e-41,1.27203673751079,0.266,0.093,1.45600114957949e-38,"18","Adamts2"
2.96092311563937e-37,0.745955608663578,0.566,0.3,7.34308932678564e-35,"18","Bdnf"
1.21056396700176e-36,0.316124972063608,0.47,0.219,3.00219863816436e-34,"18","Nxph3"
3.80863934296057e-35,0.644399376165196,0.629,0.345,9.44542557054222e-33,"18","Cpne8"
5.71638778230959e-33,0.929183552112606,0.448,0.228,1.41766417001278e-30,"18","Cntnap5b"
3.46613976693377e-32,0.560279442037158,0.685,0.392,8.59602662199574e-30,"18","Syndig1"
2.07210156759072e-30,0.922161908518162,0.394,0.2,5.138811887625e-28,"18","Col6a1"
3.46882702010904e-30,0.43556961696379,0.617,0.336,8.60269100987042e-28,"18","Grik3"
3.45895087236993e-27,1.05032138506734,0.241,0.098,8.57819816347743e-25,"18","Rspo2"
5.16610531215978e-27,0.540171399271771,0.506,0.274,1.28119411741563e-24,"18","Myo16"
1.20254395932454e-19,0.554879624424761,0.244,0.113,2.98230901912485e-17,"18","Kctd8"
7.38947771540664e-15,0.349378822247206,0.6,0.406,1.83259047342085e-12,"18","Hat1"
9.54618409092297e-13,0.87141395748452,0.186,0.095,2.3674536545489e-10,"18","Fos"
6.46359122542004e-10,0.276475279368863,0.345,0.217,1.60297062390417e-07,"18","Prr16"
3.10562172934823e-08,0.415342100385391,0.219,0.133,7.70194188878362e-06,"18","Cwh43"
6.1338425183799e-07,0.26637793743234,0.143,0.082,0.000152119294455822,"18","Rxfp1"
0,2.96301576358911,0.971,0.261,0,"19","Sema3e"
0,2.95230044594469,0.891,0.185,0,"19","Shisa6"
0,4.05081176520964,0.707,0.054,0,"19","Npy2r"
0,3.47345559531318,0.994,0.397,0,"19","Cpne6"
0,2.97243875039903,0.655,0.092,0,"19","Rspo2"
0,2.66052467409251,1,0.452,0,"19","Cpne4"
0,3.17163108678506,0.998,0.484,0,"19","Neurod6"
0,3.71239105630819,0.473,0.042,0,"19","Prss35"
1.97123147914733e-290,2.07189523579369,0.998,0.774,4.88865406828537e-288,"19","Epha4"
2.8508222636669e-286,2.5504480720599,0.942,0.417,7.0700392138939e-284,"19","Slit2"
1.60355008861842e-281,2.31156699284342,0.959,0.42,3.97680421977369e-279,"19","Tanc1"
6.53127911467899e-266,1.42236024217082,0.998,0.879,1.61975722044039e-263,"19","Slc17a7"
3.54923921841602e-261,2.06880123815255,0.907,0.283,8.80211326167172e-259,"19","Mdga1"
8.0755416856164e-260,1.97665938550344,0.969,0.438,2.00273433803287e-257,"19","Cabp7"
6.91816425693076e-256,1.50482759019946,1,0.861,1.71570473571883e-253,"19","Nrn1"
1.08044559589928e-244,1.39459091880846,0.957,0.363,2.6795050778302e-242,"19","Nwd2"
5.35161798368773e-241,2.33239040784907,0.882,0.296,1.32720125995456e-238,"19","Bdnf"
4.53557464892192e-239,1.92100647851021,0.971,0.496,1.12482251293264e-236,"19","Sipa1l3"
1.27359711854232e-198,1.56519086568837,0.893,0.318,3.15852085398496e-196,"19","Prdm8"
1.72829217543411e-195,1.91681676372067,0.729,0.198,4.28616459507658e-193,"19","Cdh9"
2.29958986138927e-193,1.4436555806943,1,0.735,5.7029828562454e-191,"19","Dkk3"
3.17868300890842e-187,1.43230285361697,0.862,0.283,7.88313386209288e-185,"19","Nrp2"
8.34744114207329e-127,1.5767234606398,0.674,0.228,2.07016540323417e-124,"19","Galnt14"
1.50794604719641e-125,1.27485668180797,0.891,0.438,3.7397061970471e-123,"19","Neto2"
6.67779187633831e-125,1.20014212010001,0.87,0.376,1.6560923853319e-122,"19","Nell1"
7.57551991519945e-106,1.24752937104827,0.744,0.301,1.87872893896946e-103,"19","Trpc4"
7.94225466940338e-95,2.10419622404476,0.19,0.029,1.96967915801204e-92,"19","Trp73"
7.15716259781026e-82,0.581643522903187,0.88,0.424,1.77497632425694e-79,"19","Bhlhe22"
1.11146881748842e-80,1.12198085848764,0.492,0.161,2.75644266737129e-78,"19","Slc44a5"
6.98245022579944e-79,0.726805583841749,0.986,0.809,1.73164765599826e-76,"19","Dner"
1.37372577601945e-73,1.59112873156663,0.407,0.132,3.40683992452823e-71,"19","Sema5b"
9.54611212448169e-70,0.803977536715857,0.82,0.432,2.36743580687146e-67,"19","Car4"
8.2280418908511e-69,0.845151798027131,0.797,0.398,2.04055438893107e-66,"19","Arhgef28"
1.97509697595903e-65,0.997761422912171,0.63,0.274,4.8982405003784e-63,"19","Orai2"
1.44958535202364e-57,0.964956386416366,0.457,0.167,3.59497167301863e-55,"19","Dpyd"
2.61490174466407e-42,0.378910903437485,0.888,0.535,6.48495632676689e-40,"19","Plcxd2"
1.72164248463482e-40,0.436062214259835,0.593,0.274,4.26967336189436e-38,"19","Fezf2"
2.95126181632984e-37,0.6194254023029,0.562,0.286,7.31912930449802e-35,"19","Rasl10a"
1.52388249387274e-26,0.698514221896553,0.401,0.197,3.7792285848044e-24,"19","Htr1f"
1.44582475217533e-20,0.424816133927152,0.645,0.393,3.58564538539483e-18,"19","Syndig1"
2.7051637443753e-19,0.823053170410008,0.273,0.132,6.70880608605074e-17,"19","Pcsk5"
2.35515090524618e-11,0.338740554843839,0.316,0.194,5.84077424501051e-09,"19","Strip2"
4.04420202378305e-05,0.767515811438696,0.194,0.134,0.010029621018982,"19","Stard5"
0,5.6308712692487,0.996,0.091,0,"20","Slc13a4"
0,4.869846058805,0.98,0.132,0,"20","Igf2"
0,4.53657945207925,0.972,0.186,0,"20","Strip2"
0,4.50559384278109,0.816,0.068,0,"20","Sntb1"
0,4.70976133000775,0.774,0.028,0,"20","Spag16"
0,4.31592230699185,0.993,0.269,0,"20","Vat1l"
0,3.59780877696965,0.575,0.064,0,"20","Ror1"
0,3.84022600318889,0.43,0.026,0,"20","Trp73"
3.3651799269539e-319,2.81656866989219,0.679,0.112,8.34564621884567e-317,"20","Adamtsl1"
8.75606526352139e-311,2.87621329547936,0.603,0.089,2.1715041853533e-308,"20","Paqr5"
1.19061422611017e-302,2.73452685251707,0.976,0.42,2.95272328075323e-300,"20","Ppp1r1b"
1.2374684612189e-296,1.75796988366133,0.488,0.058,3.06892178382287e-294,"20","Fmod"
4.08262540849962e-277,2.58834188169192,0.892,0.267,1.01249110130791e-274,"20","Rnf152"
9.99234331179235e-273,2.66678299888674,0.97,0.455,2.4781011413245e-270,"20","Pip5k1b"
9.09852258030764e-271,2.57527322154359,0.978,0.46,2.25643359991629e-268,"20","Slc39a12"
1.83920775106022e-269,2.48220973174614,0.993,0.635,4.56123522262935e-267,"20","Mapk4"
